pos_x,pos_y,pos_z,rad
0.09648655,-0.22865985,-0.2453195,0.0034281588
-0.053701285,-0.34474993,-0.23661064,0.0023241583
-0.14755547,0.005456907,-0.22447719,0.0023482288
0.00934135,-0.2248917,-0.38733843,0.0029244446
0.032407213,0.24659383,-0.27347323,0.0025441532
0.120541275,-0.1493748,-0.3302141,0.002018274
0.0925551,-0.2588482,-0.2931234,0.003988247
0.087628566,-0.4202948,-0.17636238,0.0021589983
0.118751004,-0.12920201,-0.38437214,0.0028768172
0.10478131,0.25275755,-0.2530358,0.003558282
0.07562582,0.14327188,-0.1884253,0.0019543914
0.06660699,-0.41105673,-0.35566288,0.0024405061
0.13287589,0.17736629,-0.3567723,0.0026262
0.010273865,0.121748276,-0.23910096,0.003661425
-0.01809106,-0.39151505,-0.34572634,0.003241135
-0.12945853,-0.18223381,-0.17870177,0.002110402
-0.12313356,-0.005276677,-0.33397433,0.0024367392
-0.12517068,0.05438705,-0.3041088,0.0015909785
-0.06262702,-0.025328876,-0.36670655,0.0026532535
0.07220805,0.103617616,-0.19766654,0.0037399489
0.08318445,-0.426769,-0.18909878,0.0036161283
-0.07684546,-0.16351733,-0.15767102,0.0037209378
-0.062244277,-0.42349225,-0.22278151,0.0027702681
-0.035030104,0.13401224,-0.2360343,0.0026822768
0.011182163,0.117808364,-0.27024078,0.0037068783
0.047721885,-0.19458345,-0.32600388,0.0030953034
-0.117012724,-0.41393173,-0.29354194,0.0024756105
0.033882692,-0.31759685,-0.23951507,0.003955257
-0.02159124,0.1528294,-0.3526,0.0017268219
0.09298406,-0.2058726,-0.22163697,0.003458998
0.056468558,-0.43392327,-0.3490015,0.0031598331
0.0029432664,-0.38663462,-0.23991488,0.0039601466
-0.14777286,0.23215173,-0.29068434,0.002024852
0.044233542,-0.2797311,-0.3028922,0.0022548013
-0.08729974,0.02252436,-0.21772131,0.0039543705
0.056352414,-0.18225074,-0.26207694,0.0038634825
0.11521473,-0.3854626,-0.32968783,0.0032589212
-0.06089516,-0.038733568,-0.17076316,0.0036392706
0.024797752,0.013163265,-0.26155165,0.0021033508
0.043625697,-0.2130783,-0.38050246,0.0036112533
-0.059362996,-0.34469676,-0.24221544,0.0020208403
-0.01187679,0.089005664,-0.22746192,0.00175235
-0.10556227,0.050775155,-0.36018762,0.003594432
-0.056659244,0.22760701,-0.25659832,0.003051751
-0.10204761,0.013550838,-0.34257177,0.0029108345
0.093702555,-0.40710017,-0.17152886,0.0020970053
0.01360774,-0.111725405,-0.26558378,0.002314943
-0.13671343,-0.21290189,-0.36826125,0.003236387
0.1228041,-0.015762739,-0.37814906,0.0028593196
-0.06159553,-0.24998893,-0.20425424,0.002736061
-0.12862825,0.119410776,-0.31386393,0.002670961
-0.1365877,0.055194236,-0.27734727,0.0033375116
0.06372734,0.2575224,-0.39408085,0.0030037086
-0.04782333,-0.39709488,-0.36622575,0.003339231
-0.035576757,0.06048204,-0.34584153,0.0027677785
0.12433685,-0.20925716,-0.25593197,0.0017707227
0.078894086,-0.41296372,-0.219879,0.0032763449
-0.01662482,-0.363119,-0.26214182,0.0020573488
0.13097562,0.1901347,-0.15462203,0.0038958439
0.06490318,0.25148928,-0.2497312,0.0029411835
-0.07659791,-0.013957151,-0.33054927,0.0031452219
-0.07943177,0.1256653,-0.33169538,0.0021118016
0.06442883,-0.02660649,-0.23336448,0.0015291838
