pos_x,pos_y,pos_z,rad
0.096114025,-0.21124668,-0.24569203,0.0034281588
-0.052499138,-0.3274875,-0.23549686,0.0023241583
-0.14755547,0.022876024,-0.22447719,0.0023482288
0.00934135,-0.20747182,-0.38733843,0.0029244446
0.032407213,0.26401374,-0.27347323,0.0025441532
0.120541275,-0.13195491,-0.3302141,0.002018274
0.0925551,-0.24142651,-0.2931234,0.003988247
0.08865148,-0.40263984,-0.17673299,0.0021589983
0.118751004,-0.1117835,-0.38437214,0.0028768172
0.10478131,0.2701584,-0.2530358,0.003558282
0.07562582,0.16069177,-0.1884253,0.0019543914
0.06660699,-0.39365587,-0.35566288,0.0024405061
0.13287589,0.19478618,-0.3567723,0.0026262
0.010273865,0.13916433,-0.23910096,0.003661425
-0.01830495,-0.37418383,-0.34581268,0.003241135
-0.12945853,-0.16481392,-0.17870177,0.002110402
-0.12313356,0.012142418,-0.33397433,0.0024367392
-0.12517068,0.0718078,-0.3041088,0.0015909785
-0.06262702,-0.007909775,-0.36670655,0.0026532535
0.07220805,0.121036135,-0.19766654,0.0037399489
0.08833086,-0.41534427,-0.18363209,0.0036161283
-0.07669289,-0.14676581,-0.15767102,0.0037209378
-0.06336921,-0.41488838,-0.22274633,0.0027702681
-0.035030104,0.15143213,-0.2360343,0.0026822768
0.011182163,0.13522826,-0.27024078,0.0037068783
0.047721885,-0.17716356,-0.32600388,0.0030953034
-0.10981872,-0.41831347,-0.3028349,0.0024756105
0.033882692,-0.300196,-0.23951507,0.003955257
-0.02159124,0.17024928,-0.3526,0.0017268219
0.09298406,-0.1884527,-0.22163697,0.003458998
0.052249838,-0.42749292,-0.34641185,0.0031598331
0.0029432664,-0.36923376,-0.23991488,0.0039601466
-0.14777286,0.24957162,-0.29068434,0.002024852
0.044233542,-0.26233023,-0.3028922,0.0022548013
-0.08729974,0.03994349,-0.21772131,0.0039543705
0.056352414,-0.16483085,-0.26207694,0.0038634825
0.113910876,-0.3681321,-0.3304329,0.0032589212
-0.06089516,-0.021314247,-0.17076316,0.0036392706
0.024797752,0.030582298,-0.26155165,0.0021033508
0.043625697,-0.19565842,-0.38050246,0.0036112533
-0.059038535,-0.3268961,-0.24194257,0.0020208403
-0.01187679,0.10642418,-0.22746192,0.00175235
-0.10556227,0.0681959,-0.36018762,0.003594432
-0.056659244,0.2450269,-0.25659832,0.003051751
-0.10204761,0.030969873,-0.34257177,0.0029108345
0.093702555,-0.3896993,-0.17152886,0.0020970053
0.01360774,-0.094306886,-0.26558378,0.002314943
-0.13671343,-0.195482,-0.36826125,0.003236387
0.1228041,0.0016564246,-0.37814906,0.0028593196
-0.06158679,-0.23259568,-0.20425424,0.002736061
-0.12862825,0.13682887,-0.31386393,0.002670961
-0.1365877,0.072613254,-0.27734727,0.0033375116
0.06372734,0.27492326,-0.39408085,0.0030037086
-0.046889164,-0.38098758,-0.36513954,0.003339231
-0.035576757,0.07790152,-0.34584153,0.0027677785
0.1237729,-0.19281538,-0.25517604,0.0017707227
0.07607337,-0.40115726,-0.22166803,0.0032763449
-0.01662482,-0.34571815,-0.26214182,0.0020573488
0.13097562,0.2075546,-0.15462203,0.0038958439
0.06490318,0.26889014,-0.2497312,0.0029411835
-0.07659791,0.0034619302,-0.33054927,0.0031452219
-0.07943177,0.1430852,-0.33169538,0.0021118016
0.06442883,-0.009187341,-0.23336448,0.0015291838
-0.09951573,-0.11979169,-0.15487319,0.0029510094
-0.016291328,-0.10076949,-0.29794976,0.0037745144
0.00077500247,0.24170972,-0.3292995,0.0028447537
-0.0051261913,-0.27419114,-0.34872073,0.002855634
-0.13384113,-0.10150446,-0.38746855,0.0016470648
-0.062657684,0.10262862,-0.22572802,0.003119306
-0.040522195,-0.28401563,-0.20464294,0.0031728442
0.016356112,0.2515072,-0.37920523,0.0021517205
-0.0071362006,0.21472572,-0.1980927,0.0032150468
-0.13119212,-0.113479115,-0.39038894,0.0018089431
0.10498015,0.22498268,-0.18570937,0.0015496883
-0.059370015,-0.3370687,-0.26330292,0.0021746096
-0.10660529,-0.16414325,-0.19877833,0.0020971322
0.0825316,0.027381802,-0.28220353,0.0035870834
0.049171686,0.009631675,-0.22503382,0.0025246928
-0.1299166,-0.03998917,-0.18484595,0.0031353326
0.015300149,-0.34218508,-0.27432653,0.001972612
-0.0052190465,-0.12909988,-0.24101132,0.0035905028
0.015038985,-0.037129313,-0.33930692,0.002744426
-0.0018140619,0.15816198,-0.2545971,0.0034030147
0.13910693,-0.038889326,-0.2771772,0.0027999536
0.013906263,-0.4050323,-0.27526376,0.0036026388
0.040816806,-0.4189157,-0.18318388,0.0037223785
0.110666625,-0.06005879,-0.38121304,0.0031923885
0.09944387,-0.31701395,-0.164995,0.0030736085
-0.065324605,-0.42597538,-0.27572984,0.002150622
-0.13273229,-0.20592543,-0.23837537,0.003888216
0.08275887,-0.35043705,-0.20140335,0.0024926832
0.07245493,-0.25645182,-0.2805434,0.0037617225
0.026384234,-0.25494352,-0.27254942,0.0029404843
0.12082777,-0.32205552,-0.34365422,0.0025299762
