pos_x,pos_y,pos_z,rad
0.09552227,-0.16579133,-0.24595192,0.0034281588
-0.05132473,-0.28479078,-0.23527095,0.0023241583
-0.14755547,0.06838502,-0.22447719,0.0023482288
0.00934135,-0.16195709,-0.38733843,0.0029244446
0.032407213,0.30952847,-0.27347323,0.0025441532
0.120541275,-0.08644685,-0.3302141,0.002018274
0.0925551,-0.19591178,-0.2931234,0.003988247
0.08869516,-0.35703778,-0.17677666,0.0021589983
0.118751004,-0.06627394,-0.38437214,0.0028768172
0.10478131,0.31567314,-0.2530358,0.003558282
0.07562582,0.2062065,-0.1884253,0.0019543914
0.06660699,-0.34814113,-0.35566288,0.0024405061
0.13287589,0.24030091,-0.3567723,0.0026262
0.010273865,0.18467906,-0.23910096,0.003661425
-0.019070055,-0.32949308,-0.34665078,0.003241135
-0.12945853,-0.119305864,-0.17870177,0.002110402
-0.12313356,0.057653494,-0.33397433,0.0024367392
-0.12517068,0.117317356,-0.3041088,0.0015909785
-0.06262702,0.037601445,-0.36670655,0.0026532535
0.07220805,0.16655238,-0.19766654,0.0037399489
0.08833086,-0.36982954,-0.18363209,0.0036161283
-0.07667219,-0.1028504,-0.15836066,0.0037209378
-0.05984985,-0.38111994,-0.23967709,0.0027702681
-0.035030104,0.19694686,-0.2360343,0.0026822768
0.011182163,0.180743,-0.27024078,0.0037068783
0.047721885,-0.13164882,-0.32600388,0.0030953034
-0.10977517,-0.37279874,-0.30286956,0.0024756105
0.033882692,-0.25468126,-0.23951507,0.003955257
-0.02159124,0.21576402,-0.3526,0.0017268219
0.09298406,-0.14293797,-0.22163697,0.003458998
0.051636327,-0.38849378,-0.3487848,0.0031598331
0.0029432664,-0.32371902,-0.23991488,0.0039601466
-0.14777286,0.29508635,-0.29068434,0.002024852
0.044233542,-0.2168155,-0.3028922,0.0022548013
-0.08729974,0.08545466,-0.21772131,0.0039543705
0.056352414,-0.1193228,-0.26207694,0.0038634825
0.109870374,-0.32350433,-0.3308666,0.0032589212
-0.06089516,0.024196923,-0.17076316,0.0036392706
0.024797752,0.076093204,-0.26155165,0.0021033508
0.043625697,-0.15014368,-0.38050246,0.0036112533
-0.058752045,-0.28129405,-0.24194251,0.0020208403
-0.01187679,0.15193637,-0.22746192,0.00175235
-0.10556227,0.113705456,-0.36018762,0.003594432
-0.056659244,0.29052028,-0.25659832,0.003051751
-0.10204761,0.076481044,-0.34257177,0.0029108345
0.093702555,-0.34418458,-0.17152886,0.0020970053
0.01360774,-0.04879734,-0.26558378,0.002314943
-0.13671343,-0.14996727,-0.36826125,0.003236387
0.1228041,0.047167186,-0.37814906,0.0028593196
-0.06158679,-0.18708095,-0.20425424,0.002736061
-0.12862825,0.1823436,-0.31386393,0.002670961
-0.1365877,0.11812281,-0.27734727,0.0033375116
0.06372734,0.320438,-0.39408085,0.0030037086
-0.04500282,-0.3384908,-0.36364093,0.003339231
-0.035576757,0.123411074,-0.34584153,0.0027677785
0.1212397,-0.14926565,-0.25264284,0.0017707227
0.071640275,-0.35204473,-0.22293463,0.0032763449
-0.01662482,-0.3002034,-0.26214182,0.0020573488
0.13097562,0.2530316,-0.15462203,0.0038958439
0.06490318,0.31440488,-0.2497312,0.0029411835
-0.07659791,0.04897313,-0.33054927,0.0031452219
-0.07943177,0.18859993,-0.33169538,0.0021118016
0.06442883,0.03632353,-0.23336448,0.0015291838
-0.09951573,-0.07428213,-0.15487319,0.0029510094
-0.016291328,-0.05525937,-0.29794976,0.0037745144
0.00077500247,0.28722447,-0.3292995,0.0028447537
-0.0051261913,-0.22867641,-0.34872073,0.002855634
-0.13384113,-0.055994906,-0.38746855,0.0016470648
-0.06309294,0.14629874,-0.22552998,0.003119306
-0.040522195,-0.23849186,-0.20464294,0.0031728442
0.016356112,0.29702193,-0.37920523,0.0021517205
-0.0071362006,0.26024047,-0.1980927,0.0032150468
-0.13119212,-0.06796956,-0.39038894,0.0018089431
0.10498015,0.2704974,-0.18570937,0.0015496883
-0.059370015,-0.29155397,-0.26330292,0.0021746096
-0.10660529,-0.11862681,-0.19877833,0.0020971322
0.0825316,0.072891645,-0.28220353,0.0035870834
0.049171686,0.05514287,-0.22503382,0.0025246928
-0.1299166,0.005522363,-0.18484595,0.0031353326
0.015300149,-0.29667035,-0.27432653,0.001972612
-0.0051497077,-0.08361001,-0.24101132,0.0035905028
0.015038985,0.008381677,-0.33930692,0.002744426
-0.0018140619,0.20367672,-0.2545971,0.0034030147
0.13910693,0.0066217207,-0.2771772,0.0027999536
0.014327299,-0.3595394,-0.27526376,0.0036026388
0.038443375,-0.37594286,-0.1835732,0.0037223785
0.110666625,-0.014547496,-0.38121304,0.0031923885
0.09638965,-0.27077222,-0.164995,0.0030736085
-0.059097614,-0.38547355,-0.27720213,0.002150622
-0.13273229,-0.1604107,-0.23837537,0.003888216
0.08275887,-0.3049223,-0.20140335,0.0024926832
0.07245493,-0.2109371,-0.2805434,0.0037617225
0.026981305,-0.20896801,-0.2729111,0.0029404843
0.12082777,-0.2765408,-0.34365422,0.0025299762
-0.0027416192,-0.2220886,-0.2654502,0.0024715953
0.10351643,-0.32290134,-0.17552444,0.0033747533
-0.061771594,0.28317124,-0.3829987,0.0033637837
-0.05364975,-0.1236924,-0.23230013,0.0018976777
-0.028577117,0.041270997,-0.19454852,0.0019573064
-0.09039161,-0.1948483,-0.30323932,0.0032752948
0.08990133,0.079694875,-0.35456297,0.0033200942
0.06649974,0.12453729,-0.322819,0.0034114884
0.057326995,-0.096077085,-0.3246289,0.0035678658
0.059449382,0.038674403,-0.27736482,0.002610997
-0.1347878,-0.08530235,-0.21961936,0.0035300008
-0.08032646,0.056357544,-0.20032652,0.0019671572
