pos_x,pos_y,pos_z,rad
0.097529635,-0.28727236,-0.24427642,0.0034281588
-0.05100473,-0.40167707,-0.24019414,0.0023241583
-0.14755547,-0.053191297,-0.22447719,0.0023482288
0.00934135,-0.28351796,-0.38733843,0.0029244446
0.032407213,0.18794557,-0.27347323,0.0025441532
0.120541275,-0.20802306,-0.3302141,0.002018274
0.0925551,-0.3174935,-0.2931234,0.003988247
0.08631455,-0.42672747,-0.17445442,0.0021589983
0.118751004,-0.18785027,-0.38437214,0.0028768172
0.10478131,0.19409025,-0.2530358,0.003558282
0.07562582,0.08462363,-0.1884253,0.0019543914
0.053568915,-0.42140964,-0.3519892,0.0024405061
0.13287589,0.118718036,-0.3567723,0.0026262
0.010273865,0.06310003,-0.23910096,0.003661425
-0.016352972,-0.42511755,-0.34603932,0.003241135
-0.12945853,-0.24088207,-0.17870177,0.002110402
-0.12313356,-0.06392313,-0.33397433,0.0024367392
-0.12517068,-0.00426038,-0.3041088,0.0015909785
-0.06262702,-0.08397503,-0.36670655,0.0026532535
0.07220805,0.044967867,-0.19766654,0.0037399489
0.093024716,-0.44045126,-0.1880169,0.0036161283
-0.077367,-0.2206428,-0.15671133,0.0037209378
-0.05728442,-0.43311632,-0.22243115,0.0027702681
-0.035030104,0.075368196,-0.2360343,0.0026822768
0.011182163,0.059158616,-0.27024078,0.0037068783
0.047721885,-0.25321114,-0.32600388,0.0030953034
-0.12552108,-0.40716866,-0.27854466,0.0024756105
0.03366847,-0.37634912,-0.23968612,0.003955257
-0.02159124,0.094183125,-0.3526,0.0017268219
0.09298406,-0.26456088,-0.22163697,0.003458998
0.058086656,-0.43997392,-0.3479737,0.0031598331
0.0042615035,-0.4182315,-0.23411514,0.0039601466
-0.14777286,0.17350347,-0.29068434,0.002024852
0.044233542,-0.3383764,-0.3028922,0.0022548013
-0.08729974,-0.036123365,-0.21772131,0.0039543705
0.05626665,-0.24054828,-0.26207694,0.0038634825
0.122601286,-0.40318957,-0.3321724,0.0032589212
-0.06089516,-0.09738044,-0.17076316,0.0036392706
0.024808701,-0.045511164,-0.26155165,0.0021033508
0.043625697,-0.27170458,-0.38050246,0.0036112533
-0.059420884,-0.39458162,-0.23409748,0.0020208403
-0.01187679,0.030355912,-0.22746192,0.00175235
-0.10556227,-0.007872416,-0.36018762,0.003594432
-0.056659244,0.16895875,-0.25659832,0.003051751
-0.10204761,-0.045096636,-0.34257177,0.0029108345
0.083039604,-0.4252941,-0.1643557,0.0020970053
0.01360774,-0.17037441,-0.26558378,0.002314943
-0.13671343,-0.27152815,-0.36826125,0.003236387
0.1228041,-0.07440885,-0.37814906,0.0028593196
-0.06245666,-0.3081709,-0.20425424,0.002736061
-0.12862825,0.06076175,-0.31386393,0.002670961
-0.1365877,-0.00345278,-0.27734727,0.0033375116
0.06372734,0.19887388,-0.39408085,0.0030037086
-0.030329732,-0.42403874,-0.3654878,0.003339231
-0.035576757,0.0018349666,-0.34584153,0.0027677785
0.122535825,-0.26581946,-0.2557768,0.0017707227
0.08276145,-0.43100092,-0.21324548,0.0032763449
-0.01058646,-0.40998322,-0.2523748,0.0020573488
0.13097562,0.13148645,-0.15462203,0.0038958439
0.06490318,0.19282198,-0.2497312,0.0029411835
-0.07659791,-0.072603256,-0.33054927,0.0031452219
-0.07943177,0.067023665,-0.33169538,0.0021118016
0.06442883,-0.08525368,-0.23336448,0.0015291838
-0.09951573,-0.19585831,-0.15487319,0.0029510094
-0.016291328,-0.17683625,-0.29794976,0.0037745144
0.00077500247,0.16564158,-0.3292995,0.0028447537
-0.0051261913,-0.3502373,-0.34872073,0.002855634
-0.13384113,-0.17757122,-0.38746855,0.0016470648
-0.06222494,0.028703898,-0.22572802,0.003119306
-0.040522195,-0.3600618,-0.20464294,0.0031728442
0.016356112,0.17545737,-0.37920523,0.0021517205
-0.0071362006,0.13865757,-0.1980927,0.0032150468
-0.13119212,-0.18955094,-0.39038894,0.0018089431
0.10696933,0.15209474,-0.1867039,0.0015496883
-0.051924624,-0.40269098,-0.259715,0.0021746096
-0.10660529,-0.2402114,-0.19877833,0.0020971322
0.0825316,-0.048685085,-0.28220353,0.0035870834
0.049171686,-0.06643364,-0.22503382,0.0025246928
-0.1299166,-0.11605432,-0.18484595,0.0031353326
0.011232796,-0.4062249,-0.2725819,0.001972612
-0.006907728,-0.20505545,-0.24101132,0.0035905028
0.015038985,-0.11319473,-0.33930692,0.002744426
-0.0018140619,0.08209767,-0.2545971,0.0034030147
0.13910693,-0.11495447,-0.2771772,0.0027999536
0.0048470325,-0.43264192,-0.27401552,0.0036026388
0.045315485,-0.4354535,-0.18247198,0.0037223785
0.110666625,-0.13612396,-0.38121304,0.0031923885
0.10298289,-0.39409122,-0.164995,0.0030736085
-0.07410569,-0.43766806,-0.26011595,0.002150622
-0.13273229,-0.2819716,-0.23837537,0.003888216
0.09330418,-0.4094696,-0.20213325,0.0024926832
0.07245493,-0.33249798,-0.2805434,0.0037617225
0.020511879,-0.3308468,-0.27088058,0.0029404843
0.1198875,-0.39840195,-0.34421065,0.0025299762
-0.0027416192,-0.34366393,-0.2654502,0.0024715953
0.10411796,-0.4121104,-0.1723284,0.0033747533
-0.061443187,0.16117819,-0.38234493,0.0033637837
-0.05364975,-0.2452686,-0.23230013,0.0018976777
-0.028577117,-0.0803065,-0.19454852,0.0019573064
-0.09039161,-0.31628877,-0.30323932,0.0032752948
0.08990133,-0.04188223,-0.35456297,0.0033200942
0.06649974,0.0029597608,-0.322819,0.0034114884
0.05830145,-0.21841002,-0.32456607,0.0035678658
0.059449382,-0.08290414,-0.27736482,0.002610997
-0.1347878,-0.20688717,-0.21961936,0.0035300008
-0.08032646,-0.06521881,-0.20032652,0.0019671572
-0.006164532,-0.284944,-0.22085124,0.0022438378
0.07003217,-0.039029673,-0.24615113,0.0039235684
0.055710576,0.114068836,-0.20308049,0.0021515184
-0.083063506,0.10499732,-0.19625562,0.0019002713
-0.114835605,-0.33962336,-0.3194897,0.0032806934
-0.00014592339,0.07263461,-0.2759167,0.0034994902
0.052077554,-0.36623198,-0.2668907,0.0017827381
0.116044894,0.12494841,-0.2698766,0.0024577414
0.0063700182,-0.40825987,-0.3626766,0.0015423261
0.0773366,-0.41413558,-0.39182273,0.0027540056
-0.06862872,0.14615066,-0.2332905,0.0021971255
-0.009773309,0.109963454,-0.1959694,0.0017337996
0.08529786,-0.3887518,-0.27469373,0.002777179
0.13438667,-0.35427368,-0.22138253,0.0033497096
-0.05284211,-0.39243433,-0.310143,0.0037454779
-0.0936743,-0.21405244,-0.17990226,0.0025083574
0.12853934,0.003350596,-0.29462478,0.0038347472
-0.04321022,-0.25557134,-0.32372922,0.0022696105
0.07972147,-0.074639365,-0.29301733,0.0036816993
0.010843113,-0.43012708,-0.23369841,0.0039866944
-0.10804955,-0.31195402,-0.27624208,0.002748591
0.09037323,-0.37957007,-0.34245577,0.0021488583
0.009203049,-0.26398388,-0.3096089,0.0031309905
0.100200765,-0.4308238,-0.38589984,0.0020807064
-0.09036869,0.15184541,-0.39799303,0.001995146
-0.11774023,-0.4312277,-0.33247417,0.0028186324
0.026286395,-0.15821211,-0.21924062,0.003554668
-0.0064144856,0.113181986,-0.2544266,0.0032194622
0.03862254,0.1368432,-0.19223748,0.0039592106
0.04995753,-0.26271373,-0.27011126,0.002653099
-0.12459115,0.028359694,-0.20100069,0.0015370139
-0.08759328,-0.2879083,-0.16591838,0.0039450517
-0.010130794,-0.16946487,-0.32946175,0.0026337751
0.06282021,-0.14172263,-0.20710897,0.0016950099
0.026033375,-0.44835162,-0.3259619,0.0016484123
0.08378035,0.08026174,-0.26726815,0.0027684933
-0.114249155,-0.37776235,-0.31265628,0.0031977296
0.019775534,-0.12548684,-0.33378568,0.002785893
-0.052223396,-0.21675545,-0.29447865,0.0015133285
0.060928393,-0.09664229,-0.30574465,0.0025505407
-0.06839641,0.09871851,-0.29362002,0.0023109831
-0.095805235,-0.4376892,-0.20865166,0.002789585
0.09225625,0.18199803,-0.18503237,0.0026824332
0.049697507,-0.36026654,-0.23047271,0.00231814
-0.020353531,-0.02195783,-0.19705056,0.002467646
-0.1040299,-0.16118565,-0.24307619,0.0018355959
0.00037308887,-0.38787243,-0.3281111,0.0020296285
0.12583196,-0.43665448,-0.15799168,0.0029620682
-0.056217294,-0.008634549,-0.2750747,0.003924879
-0.0056015053,-0.44330156,-0.21869089,0.002858991
0.026806561,-0.21786705,-0.23942944,0.0028562376
-0.089495495,-0.097849965,-0.36610067,0.0016113053
-0.116266124,-0.25634447,-0.18403824,0.0020040951
-0.07900298,-0.4296512,-0.22962289,0.0022080527
0.13351212,-0.25946084,-0.30084893,0.0030009528
0.07897038,-0.29398033,-0.23008008,0.0018699991
0.078147985,-0.44707733,-0.1551233,0.002743019
-0.01566238,0.0637445,-0.39048463,0.0038836505
-0.0659603,-0.3109252,-0.38754588,0.002846642
-0.13566434,-0.028374257,-0.207552,0.002980359
-0.08770107,-0.12775685,-0.32682395,0.0026243336
0.1434401,-0.3403528,-0.15372644,0.0035180554
-0.016117144,-0.19492722,-0.38010597,0.0021848201
0.10065327,0.16736177,-0.19066182,0.003810641
-0.10261621,0.080654725,-0.22682428,0.003113967
-0.030285649,-0.42868665,-0.3234298,0.0035699056
0.032469396,0.18984158,-0.3277763,0.003146343
0.03853575,-0.16030146,-0.15777831,0.0035282078
0.06959802,-0.08620514,-0.21556884,0.0038787464
-0.008622809,0.03220536,-0.2852874,0.0015731989
-0.016347488,0.20403902,-0.2808099,0.002877457
0.1219379,0.07889676,-0.1526786,0.002648221
-0.11141815,-0.4475279,-0.16415778,0.0024721194
0.038178764,-0.4343009,-0.30824634,0.0027446772
-0.124649145,-0.32796815,-0.24714936,0.0028292832
0.059745196,-0.001555058,-0.2799385,0.0036596514
-0.0010883866,-0.22160773,-0.3077545,0.0022165074
-0.04205848,-0.22789621,-0.2898963,0.0028154505
0.10134037,0.045938633,-0.18662192,0.002892453
0.057813104,-0.41091692,-0.3586494,0.0034115326
-0.038009666,0.1412111,-0.32786176,0.0019150309
0.041818053,-0.40190732,-0.19016196,0.0036217172
-0.026810061,0.21149597,-0.27022013,0.0018929925
-0.011887303,-0.42508528,-0.29859102,0.0018943303
-0.069118164,0.067396514,-0.3035878,0.0034332625
0.018434266,-0.33462754,-0.3128663,0.0033412129
0.023461772,0.0057931086,-0.20562293,0.002107545
0.015979135,-0.3949407,-0.30435476,0.0019060926
0.113074,0.15599725,-0.26124963,0.0023743657
