pos_x,pos_y,pos_z,force_x,force_y,force_z
0.023201631317911274,0.034207600762786304,0.038361567166140004,107.2868903157224,33.87530756874802,61.521731191406204
0.035258620228437274,0.03390189397593123,0.034414629613295056,-26.731508408740144,69.19216260258275,108.20169279802333
0.03006537809574243,0.04025791981589726,0.054568944955254786,0.362170451287966,-5.588711533295912,-60.34592330131186
0.03498637680090167,0.029414742383111033,0.046320011486511416,-40.53427396777953,89.88491384301986,-29.092036253707946
0.031947808223502634,0.05015622967116633,0.047823100138161934,56.2134610146662,-243.49465498796113,-94.98846627761577
0.04273955130131333,0.03760749345129001,0.042857237213562764,-107.20888493443235,53.91869672114413,14.63218739258189
0.05479717988980735,-0.1539107895674419,0.1629483455057597,148.81303350188867,40.881967724536125,-41.665108963139964
0.06651979962094756,-0.16524152950839605,0.15382619901704275,44.99532335182171,206.61190773141482,-13.178420897922663
0.058064184851442435,-0.15587301290011346,0.15021286876528456,22.175501804576292,22.337727762567845,24.12075272792426
0.06853258249513934,-0.14411131719418588,0.1477711436450937,-34.67598953420114,-250.71209711962211,313.83437540496783
0.08217550964069778,-0.15011209111729004,0.16239931479600864,-56.52710214792173,-12.529803990310372,-24.42040697719824
0.0727721639514485,-0.15459935716623438,0.17262906451050114,-94.41571490822419,98.30282770400149,-174.02045074972432
0.0733457524147357,-0.14181592978616978,0.16758728952250831,-32.69384863568281,-102.35626148307793,-86.84243668822332
-0.06633316435010889,-0.07154052099635244,0.07517463369505832,113.47129148021843,105.02529352125316,85.87294983650591
-0.06688048249621914,-0.06041778106201539,0.09184919979079711,0.38808103287908274,-0.3518897553006053,-0.19548536054779148
-0.06475778424633688,-0.0546531859372675,0.07580583245754796,38.71622035114773,-35.23207582699943,19.405886690957644
-0.053747174653714216,-0.0626225137097854,0.09704802308903956,-21.25591725950778,-3.2686073839817578,-152.77760618167605
-0.05300701965691616,-0.05044574566783868,0.07892844836631935,-34.64682945396992,-164.2136158535982,46.701453350967206
-0.04559922896445549,-0.07209353070083269,0.08942958013511727,-65.79292811407248,69.44203511588769,-61.097729491466396
-0.04790160906314053,-0.06860068537088322,0.07120542546811214,-34.77620029686925,30.1406682163841,64.26221622100783
0.06381222772977176,0.1439480150871226,-0.18502887660758982,73.43409328959933,153.38042584551448,-7.431575605150497
0.07285763463729127,0.16263676070546457,-0.18405621559623983,-89.25678968937636,-182.81225408212518,-64.52941538302737
-0.029142989691331347,-0.17632458378058066,-0.1750142963373387,-9.425902620117789,-53.64746085762587,-81.44659500755952
-0.027655323570983336,-0.16955365855204246,-0.18452229697647776,-35.428948459181896,-180.79283649552272,24.018702790930636
-0.10439777310484313,0.06273206842496706,0.14327230208699732,55.49118435346898,4.3303259270842585,-20.69370378786246
-0.09507627736032706,0.056945635947750914,0.14222464808368537,-10.134308393992864,81.92386419528412,-43.705689726587664
-0.09264478777334006,0.07169319433095592,0.1306141920386193,-12.581445580045589,-84.73111628520414,120.70861874347749
-0.09975586552425256,0.07530593324170985,0.13789625210491038,31.68995224512014,-35.297813685010226,-11.648715969452233
-0.08699178171909182,0.0651126909563823,0.1404121887791143,-64.60373025839836,33.77731279964024,-44.481789288212056
0.10400422879701275,0.019327747185818166,0.1623235915157262,28.494255140902972,74.17527406361846,-23.81665698052374
0.09625200352103351,0.028711804741795473,0.1609696851629667,105.66974534218014,5.969271742839939,-9.717362276946167
0.10438561260758428,0.03299354548788803,0.14922509651929186,32.001086099117366,-50.76034278486618,136.69779357789287
0.10950973202577974,0.022274078465701563,0.15113384240865602,-46.65600986701257,28.1525681460748,51.13153628185177
0.11677580768989904,0.02592224897780699,0.16152757875552093,-61.13310704963433,23.343588691644086,-12.699234932484329
0.10842396525071908,0.033701113691090294,0.16857944079069076,-60.321525922065916,-80.28582738010198,-142.15120065696243
0.17331993893811945,0.006700508979279603,0.026157910014554885,23.35478872753235,28.610534414185402,-4.131093864686569
0.18212979865400156,0.007055366102093914,0.0074323743068629156,-1.4184506371571448,53.17489589185418,29.982542407544756
0.18403915574365962,0.0009775738298654166,0.01958771079345441,-0.977309991449915,46.250619044626625,-8.426998094078316
0.18254450682955026,0.024305943103476932,0.0086122989018793,-0.39653819849288774,-79.12425327758805,47.96088972523653
0.18394033026157464,0.022766762110860213,0.030651336628826895,-20.909569785021326,-48.4057816991669,-65.54010166727558
