stress_x,stress_y,stress_z,length_x,length_y,length_z,void_ratio
198172.30402001386,202528.11692652103,197780.77314825833,0.3892286473233617,0.3881636598171456,0.38867132452390907,0.6838185242422863
197589.91381204448,202991.62769007808,197378.3238872894,0.3892328702437908,0.3881552311825054,0.38867554744433813,0.6838185242363249
197207.86280674807,203245.2284760521,196697.80736997732,0.3892370933017707,0.38814680254786516,0.38867977050231806,0.6838185242303647
196677.67572594932,204018.72984693176,196051.40720299998,0.38924131649730875,0.3881383739132249,0.3886839936978561,0.6838185242244026
195983.76700304364,204443.07508578597,195427.56905402459,0.3892455398304125,0.3881299452785847,0.38868821703095985,0.6838185242184404
195394.4865223081,205376.49095438787,194551.40408858514,0.3892497633010896,0.38812151664394445,0.388692440501637,0.6838185242124797
194623.7684749892,206299.46465995477,193729.88067435368,0.38925398690934726,0.3881130880093042,0.3886966641098946,0.6838185242065178
194025.23294579075,206406.52117284795,192854.8403706901,0.389258210655193,0.388104659374664,0.38870088785574036,0.6838185242005554
193388.7459960187,207196.23378860435,192167.6798204534,0.3892624345386343,0.38809623074002375,0.38870511173918165,0.6838185241945927
193037.61754415368,207185.86388777348,191758.86096839127,0.3892666585596786,0.3880878021053835,0.388709335760226,0.6838185241886293
192566.61763523327,207606.92171745552,191009.06287060957,0.3892708827183335,0.3880793734707433,0.38871355991888085,0.6838185241826661
191616.43569491967,208185.76337430227,190173.3294373457,0.3892751070146063,0.38807094483610305,0.3887177842151537,0.683818524176702
191314.341888812,208973.86810886054,189605.00831119623,0.3892793314485047,0.3880625162014628,0.38872200864905204,0.6838185241707385
190862.67710875938,209483.23796103252,188891.80760721947,0.38928355602003595,0.3880540875668226,0.3887262332205833,0.6838185241647741
190043.15551808232,209729.47360165554,188068.8668575941,0.38928778072920756,0.38804565893218235,0.3887304579297549,0.6838185241588092
189524.42694835414,210628.50889786865,187287.2497384161,0.3892920055760271,0.3880372302975421,0.38873468277657447,0.6838185241528444
188913.9429238532,210775.30546858298,186806.71896983308,0.38929623056050233,0.3880288016629019,0.3887389077610497,0.6838185241468817
187980.1453840978,211644.85777398886,186135.1047184335,0.3893004556826387,0.38802037302826164,0.38874313288318607,0.6838185241409045
187600.40181011186,212095.59688743652,185223.01326539184,0.3893046809424469,0.3880119443936214,0.38874735814299427,0.68381852413494
187211.75452284445,212594.3258677104,184449.43340148317,0.389308906339933,0.3880035157589812,0.38875158354048034,0.6838185241289759
186412.63438192222,212949.45379967368,183911.41603280004,0.38931313187510413,0.38799508712434094,0.3887558090756515,0.6838185241230099
185888.86874642986,213599.57464495293,183134.78884083408,0.389317357547968,0.3879866584897007,0.38876003474851534,0.6838185241170435
185415.7973661825,213940.00352517125,182580.9107239039,0.38932158335853206,0.3879782298550605,0.3887642605590794,0.6838185241110764
184658.0462932135,214409.63857545573,181912.77864781886,0.3893258093068038,0.38796980122042024,0.3887684865073512,0.6838185241051093
183994.65807575933,214502.00693410847,181134.08765790937,0.3893300353927909,0.38796137258578,0.38877271259333823,0.6838185240991425
183690.7645285399,214605.44724724846,180422.84523388365,0.38933426161650053,0.3879529439511398,0.3887769388170479,0.6838185240931752
183443.80197146622,214883.2308627415,179910.05962833334,0.38933848797794035,0.38794451531649954,0.3887811651784877,0.6838185240872078
182583.75040720342,215149.30352382027,179304.77743601188,0.38934271447711777,0.3879360866818593,0.3887853916776651,0.6838185240812399
182155.84222905818,215563.3470167723,178594.82706135945,0.3893469411140402,0.38792765804721907,0.3887896183145876,0.6838185240752711
181459.87820869294,216117.1813391129,177927.29278486277,0.3893511678887154,0.38791922941257884,0.38879384508926274,0.6838185240693029
181055.757038583,215934.41030151973,177403.6643722142,0.3893553948011505,0.3879108007779386,0.38879807200169786,0.6838185240633335
180491.85166237285,216367.6225162789,176771.10823833832,0.38935962185135325,0.38790237214329837,0.3888022990519006,0.6838185240573648
180139.48216996176,216575.2596048439,176309.42297744853,0.38936384903933124,0.38789394350865813,0.3888065262398786,0.6838185240513975
179600.72665409974,216763.17209980372,175867.00971852074,0.3893680763650915,0.3878855148740179,0.3888107535656389,0.6838185240454279
179297.31459533793,216586.34460611214,175536.62598167302,0.3893723038286419,0.38787708623937767,0.38881498102918927,0.683818524039459
178649.45867579337,216788.55310501574,174814.88063971003,0.3893765314299897,0.38786865760473743,0.38881920863053704,0.6838185240334886
178399.08772060755,217067.41837873994,174187.43745636567,0.38938075916914233,0.3878602289700972,0.3888234363696897,0.6838185240275173
177745.25183020707,217492.1214712735,173487.40089156266,0.3893849870461075,0.38785180033545696,0.3888276642466549,0.6838185240215463
177176.39893852265,217390.6228764897,173041.08426716755,0.38938921506089264,0.38784337170081673,0.38883189226144,0.6838185240155747
177053.38971139808,217402.01715163997,172834.12046404838,0.3893934432135054,0.3878349430661765,0.38883612041405274,0.6838185240096046
176374.05346665843,217720.9500109142,171939.3224669476,0.38939767150395294,0.38782651443153626,0.3888403487045003,0.6838185240036332
175874.5744752757,218305.48515891458,171430.1496641175,0.389401899932243,0.38781808579689603,0.38884457713279036,0.6838185239976624
175399.07893781076,218563.01284489324,170755.25629019472,0.3894061284983827,0.3878096571622558,0.38884880569893004,0.6838185239916886
174920.699352424,218380.3346737785,170360.0138177538,0.38941035720237993,0.38780122852761556,0.3888530344029273,0.6838185239857162
174455.29454110682,218360.87122942464,169977.86901765445,0.3894145860442422,0.3877927998929753,0.38885726324478953,0.6838185239797445
174185.31675706402,218482.3009535065,169508.01332804078,0.3894188150239768,0.3877843712583351,0.38886149222452415,0.6838185239737723
173873.43311633597,218179.2261384022,169298.68950715504,0.3894230441415912,0.38777594262369486,0.38886572134213854,0.6838185239677991
173863.64708300514,217895.2278656967,168660.293051675,0.3894272733970929,0.3877675139890546,0.38886995059764023,0.6838185239618251
173700.84559215838,217916.08414164372,168497.29428314194,0.38943150279048955,0.3877590853544144,0.3888741799910369,0.6838185239558516
173419.88382253514,218156.01165062806,168096.64120219348,0.38943573232178846,0.38775065671977416,0.3888784095223358,0.6838185239498772
172735.97207008227,218229.49911992662,167656.3179495328,0.3894399619909974,0.3877422280851339,0.38888263919154475,0.6838185239439042
172495.49700047902,218592.39153872337,167051.9998778703,0.3894441917981237,0.3877337994504937,0.38888686899867103,0.6838185239379306
171950.32600614103,218727.0033956227,166553.13127614706,0.3894484217431747,0.38772537081585345,0.38889109894372204,0.683818523931956
171589.55467023273,218076.66331717343,166287.17241707316,0.3894526518261581,0.3877169421812132,0.3888953290267055,0.683818523925982
171393.06571275118,218184.7568485936,165895.4925739229,0.3894568820470817,0.387708513546573,0.38889955924762903,0.6838185239200103
171065.07789734576,218694.66850775754,165505.72434613813,0.3894611124059522,0.38770008491193275,0.3889037896064996,0.6838185239140353
170670.45950005107,218055.91075466704,164961.35359725458,0.38946534290277757,0.3876916562772925,0.3889080201033249,0.6838185239080597
170469.71269258566,217669.9696487986,164646.46699781265,0.3894695735375653,0.3876832276426523,0.38891225073811264,0.6838185239020848
169949.5045798359,218177.02741670122,164305.9982437217,0.38947380431032264,0.38767479900801205,0.38891648151087,0.6838185238961078
169983.37955748016,217973.59971324366,164084.93114825696,0.38947803522105745,0.3876663703733718,0.3889207124216048,0.6838185238901315
169529.02527603722,218297.92094927313,163687.04691247016,0.3894822662697771,0.3876579417387316,0.38892494347032447,0.6838185238841553
169293.77189360626,218469.98342461165,163394.0284884036,0.38948649745648906,0.38764951310409135,0.3889291746570364,0.6838185238781787
169000.36125601607,218431.35763807347,162743.3279105491,0.3894907287812009,0.3876410844694511,0.38893340598174825,0.6838185238722023
168571.65687683332,218678.37428073256,162797.8605721251,0.38949496024391994,0.3876326558348109,0.3889376374444673,0.6838185238662251
167994.72456750428,219131.06710496382,162069.15179016723,0.38949919184465376,0.38762422720017065,0.3889418690452011,0.6838185238602466
167912.41978474698,218761.3893861397,161716.65567585855,0.38950342358341,0.3876157985655304,0.38894610078395736,0.6838185238542689
167864.3381662391,218707.51255483134,161567.9614901567,0.38950765546019595,0.3876073699308902,0.3889503326607433,0.6838185238482899
167444.26974947445,218632.6632472365,161061.78275550393,0.38951188747501925,0.38759894129624994,0.3889545646755666,0.6838185238423107
166970.03151950485,219354.88275881507,160588.88564799816,0.3895161196278875,0.3875905126616097,0.38895879682843487,0.6838185238363327
166391.5466712196,220044.6703767219,159912.76682845977,0.3895203519188081,0.3875820840269695,0.3889630291193555,0.6838185238303541
165852.90593801095,220207.97627463227,159631.67559316702,0.3895245843477885,0.38757365539232924,0.3889672615483359,0.6838185238243746
165537.64035549705,220568.3009747025,159260.50346660134,0.3895288169148363,0.387565226757689,0.3889714941153837,0.6838185238183954
165080.90410260615,220888.45739029316,158859.95515520786,0.389533049619959,0.3875567981230488,0.38897572682050635,0.6838185238124161
165080.75855581588,220683.6346633999,158526.33164701136,0.3895372824631642,0.38754836948840854,0.38897995966371157,0.6838185238064379
164664.2822134797,220883.02720723272,158185.72219742317,0.3895415154444591,0.3875399408537683,0.38898419264500644,0.683818523800458
164801.34759673852,220837.6032891053,158209.8200932902,0.3895457485638513,0.38753151221912807,0.3889884257643987,0.6838185237944772
164404.7361910615,221177.06188001228,157842.49178300658,0.38954998182134865,0.38752308358448784,0.388992659021896,0.6838185237884978
163877.46346227385,221690.12648381208,157396.85666367345,0.3895542152169583,0.3875146549498476,0.3889968924175057,0.6838185237825178
163649.32275320316,221045.76542829126,157578.87667239713,0.3895584487506878,0.38750622631520737,0.38900112595123515,0.6838185237765366
164007.32228959637,220584.32630320798,157582.91946835496,0.3895626824225446,0.38749779768056714,0.38900535962309196,0.6838185237705543
